Geo Point,zone_id,site_id,modified,park,landuse,site_typ,species,diameter,height,spread,trunks,conditn,appraise,planted
"44.4821280614,-73.2009282065",ward 1,7118,2014-06,,apartments,Tree,"mapl,freeman",4,20,15,1,70,310.0,0
"44.4825033694,-73.2009985553",ward 1,7120,2014-06,,residence,Tree,"mapl,freeman",6,20,15,1,70,680.0,0
"44.4828815214,-73.2010709341",ward 1,7122,2014-06,,apartments,Tree,"mapl,norway",11,25,20,1,50,1480.0,0
"44.4827116613,-73.201162692",ward 1,7127,2014-06,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.482390611,-73.2019645646",ward 1,7129,2014-06,,residence,Tree,crabapple spp,9,15,15,1,70,1290.0,0
"44.4823459421,-73.2026129549",ward 1,7133,2019-11,,residence,Tree,"lilac,jap tree",2,10,5,1,80,210.0,2019
"44.482302042,-73.2032792564",ward 1,7136,2014-06,,residence,Tree,"mapl,hedge",5,15,15,1,70,480.0,0
"44.4822656241,-73.2038568711",ward 1,7140,2014-06,,residence,Tree,"mapl,norway",13,25,20,1,70,2890.0,0
"44.4822388789,-73.2042556659",ward 1,7142,2014-06,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4821912294,-73.2049548748",ward 1,7146,2014-06,,residence,Tree,"mapl,hedge",10,30,25,1,70,1850.0,0
"44.4831882789,-73.2056026509",ward 1,7148,2015-06,,apartments,Tree,maple free aut bl,5,20,15,1,80,550.0,0
"44.4831954691,-73.2053637636",ward 1,7149,2014-06,,apartments,Tree,"hazelnut,turkish",10,25,15,1,70,2120.0,0
"44.4832093678,-73.2049638113",ward 1,7152,2014-06,,residence,Tree,"mapl,norway",18,40,25,1,70,5500.0,0
"44.4832268764,-73.2044995423",ward 1,7155,2018-07,,apartments,Stump,"mapl,hedge",10,0,0,1,0,0.0,0
"44.4832432429,-73.2038726175",ward 1,7158,2014-06,,apartments,Tree,crabapple spp,12,20,20,1,70,2280.0,0
"44.4832567014,-73.2034272585",ward 1,7160,2014-06,,apartments,Tree,"ash,gr summit",18,45,30,1,70,5500.0,0
"44.4832664934,-73.2030551944",ward 1,7163,2014-06,,residence,Tree,"ash,gr summit",17,45,30,1,70,4930.0,0
"44.4832688407,-73.2029639236",ward 1,7164,2019-07,,residence,Tree,"mapl,norway",18,30,30,1,50,3950.0,0
"44.4832801937,-73.2026861703",ward 1,7166,2014-06,,residence,Tree,"ash,gr summit",20,45,35,1,70,6800.0,0
"44.4833013951,-73.2020263744",ward 1,7170,2014-06,,apartments,Tree,"mapl,red",24,40,40,1,70,10500.0,0
"44.4833906785,-73.2026123861",ward 1,7180,2014-06,,residence,Tree,crabapple spp,12,25,25,1,70,2280.0,0
"44.4833545475,-73.2037818836",ward 1,7186,2014-06,,residence,Tree,"mapl,nwy crmsn kg",8,25,15,1,70,1110.0,0
"44.4833514512,-73.2038786339",ward 1,7187,2014-06,,residence,Tree,"hazelnut,turkish",10,25,15,1,70,2120.0,0
"44.4833377102,-73.204253644",ward 1,7189,2018-10,,apartments,Tree,"hazelnut,turkish",10,20,15,1,70,2120.0,0
"44.4833239991,-73.2047394116",ward 1,7191,2014-06,,residence,Tree,"ash,gr patmore",15,30,30,1,70,3840.0,0
"44.4833170718,-73.2049358964",ward 1,7192,2019-11,,residence,Tree,"hackberry,common",7,20,15,1,70,850.0,0
"44.4833065611,-73.2052595593",ward 1,7194,2015-06,,residence,Tree,"ash,gr summit",17,45,35,1,70,4930.0,0
"44.4833026293,-73.2054141715",ward 1,7195,2018-12,,residence,Tree,"linden,ltlf grnsp",27,50,35,1,70,15200.0,0
"44.4836896781,-73.2044015649",ward 1,7202,2014-06,,residence,Tree,"mapl,amur",4,10,10,1,50,210.0,0
"44.4838867737,-73.2044114202",ward 1,7204,2014-06,,apartments,Tree,"mapl,amur",5,15,15,1,70,440.0,0
"44.4839596082,-73.2044157889",ward 1,7205,2014-06,,apartments,Tree,"mapl,amur",5,15,15,1,70,440.0,0
"44.4835175235,-73.1998331693",ward 1,7208,2019-06,,residence,Stump,"ash,european",15,0,0,1,0,0.0,0
"44.4834825543,-73.2003876902",ward 1,7211,2014-06,,residence,Tree,maple free aut bl,7,25,20,1,70,920.0,0
"44.4839834112,-73.2012801788",ward 1,7253,2014-06,,residence,Tree,crabapple spp,5,15,15,1,70,410.0,2009
"44.4841788575,-73.2004722886",ward 1,7257,2014-06,,residence,Tree,"mapl,hedge",7,26,25,1,70,920.0,2009
"44.4842284386,-73.1996865971",ward 1,7262,2014-06,,residence,Tree,"linden,slv strl s",9,30,20,1,70,1290.0,2009
"44.4842299367,-73.1995974754",ward 1,7263,2014-06,,residence,Tree,"mapl,hedge",8,25,25,1,70,1190.0,2009
"44.483843486,-73.1994026061",ward 1,7265,2014-06,,residence,Tree,"ash,gr patmore",10,40,20,1,70,1720.0,0
"44.4839785678,-73.1994294977",ward 1,7267,2014-06,,residence,Tree,"mapl,red",5,25,15,1,70,480.0,0
"44.4841117128,-73.1994616889",ward 1,7268,2014-06,,residence,Tree,"ash,gr patmore",10,40,20,1,70,1720.0,0
"44.4850284851,-73.1997653435",ward 1,7272,2014-06,,residence,Tree,"elm,accolade",12,35,30,1,70,2660.0,0
"44.485123542,-73.2001067427",ward 1,7277,2014-06,,residence,Tree,"lilac,jap tree",5,15,15,1,70,480.0,0
"44.4851021289,-73.2013847181",ward 1,7281,2014-06,,residence,Tree,"mtn ash,european",14,20,20,1,50,1650.0,0
"44.4841969682,-73.2017500509",ward 1,7285,2014-06,,residence,Tree,honeylcst skyline,10,30,30,1,80,1360.0,0
"44.4850970116,-73.2201166678",ward 3,7503,2019-01,,residence,Stump,"mapl,nwy crmsn kg",15,0,0,1,0,0.0,0
"44.4846647743,-73.2200704388",ward 3,7506,2019-03,,business,Tree,maple free aut bl,6,25,15,1,80,780.0,0
"44.487367882,-73.2204936172",ward 3,7509,2018-12,,residence,Tree,"mapl,hedge",9,15,15,1,50,1070.0,0
"44.4871156677,-73.2204645671",ward 3,7511,2019-03,,residence,Tree,linden ltlf corin,2,10,5,1,80,210.0,2016
"44.4862757262,-73.2203710729",ward 3,7513,2019-03,,residence,Tree,crabappl rd jewel,2,5,5,1,80,180.0,2017
"44.4860158926,-73.2203419301",ward 3,7515,2018-12,,residence,Tree,crabapple spp,9,15,15,1,70,1290.0,0
"44.4853363417,-73.2202637187",ward 3,7518,2018-12,,residence,Tree,crabapple spp,9,20,15,1,70,1290.0,0
"44.4850712615,-73.2202358437",ward 3,7520,2018-12,,residence,Tree,crabapple spp,11,15,20,1,70,1920.0,0
"44.4848618868,-73.2202099844",ward 3,7523,2018-12,,residence,Tree,crabapple spp,5,15,15,1,70,410.0,0
"44.486492356,-73.2205300704",ward 3,7531,2018-12,,residence,Tree,"mapl,norway",9,20,15,1,70,1390.0,0
"44.4867848571,-73.2211629933",ward 3,7536,2019-03,,residence,Tree,crabappl pnk spir,1,5,5,1,80,180.0,2017
"44.4868990613,-73.2211770399",ward 3,7537,2018-12,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.484216999,-73.203934798",ward 1,7325,2016-11,,residence,Tree,"mapl,hedge",12,25,20,1,70,2660.0,0
"44.4842323876,-73.2034081319",ward 1,7328,2016-11,,residence,Tree,"mapl,hedge",9,25,15,1,70,1500.0,0
"44.4842391117,-73.2031861966",ward 1,7330,2016-11,,residence,Tree,"oak,red",20,50,30,1,70,8900.0,0
"44.484246953,-73.2029567911",ward 1,7331,2016-11,,residence,Tree,"lilac,jap tree",7,15,15,1,70,920.0,0
"44.484264649,-73.2024605865",ward 1,7335,2016-11,,residence,Tree,"mapl,hedge",7,15,15,1,50,650.0,0
"44.4849765232,-73.2021054177",ward 1,7337,2016-11,,residence,Tree,"mapl,norway",4,20,10,1,70,290.0,0
"44.4849695252,-73.2023722555",ward 1,7338,2019-04,,residence,Tree,crabappl rd jewel,2,10,5,1,80,180.0,2019
"44.484961243,-73.2026735027",ward 1,7339,2016-11,,residence,Tree,crabapple spp,6,15,10,1,50,410.0,0
"44.4849608931,-73.2027303754",ward 1,7340,2016-11,,residence,Tree,crabapple spp,8,15,15,1,70,1020.0,0
"44.4849541638,-73.2029533104",ward 1,7341,2018-07,,residence,Stump,"mapl,norway",7,0,0,1,0,0.0,0
"44.4848894444,-73.205687101",ward 1,7343,2018-03,,residence,Stump,,0,0,0,0,0,0.0,0
"44.4848896043,-73.2057190336",ward 1,7344,2019-07,,residence,Tree,crabapple spp,5,10,10,1,70,410.0,0
"44.4849931159,-73.2052672627",ward 1,7347,2016-11,,residence,Tree,"magnolia,star",1,5,5,2,80,210.0,0
"44.4850084642,-73.2046323242",ward 1,7349,2016-11,,residence,Tree,"ash,gr summit",18,30,25,1,70,5500.0,0
"44.4850089104,-73.2045599864",ward 1,7350,2016-11,,residence,Tree,"ash,gr summit",14,25,25,1,70,3350.0,0
"44.4850137409,-73.2044138622",ward 1,7351,2016-11,,residence,Tree,crabapple spp,10,10,10,1,70,1590.0,0
"44.4843488358,-73.2057798666",ward 1,7357,2018-08,,apartments,Tree,"maple,sienna gl",7,25,15,1,80,1050.0,2008
"44.4852576727,-73.1856825543",ward 1,7360,2016-11,schmanska park,park,Tree,"serviceberry,appl",12,15,15,8,70,2660.0,0
"44.4852041909,-73.1856273789",ward 1,7361,2016-11,schmanska park,park,Tree,"serviceberry,appl",9,15,15,7,70,1500.0,0
"44.4872687302,-73.2210824727",ward 3,7541,2018-12,,residence,Tree,"mapl,amur",6,10,10,1,70,630.0,0
"44.4873016461,-73.2212997504",ward 3,7544,2018-12,,residence,Tree,honeylcst shdmstr,16,30,30,1,70,3030.0,0
"44.4868871101,-73.2213352213",ward 3,7548,2018-12,,residence,Tree,"mapl,norway",13,25,25,1,70,2890.0,0
"44.4867314774,-73.2213206638",ward 3,7549,2018-12,,residence,Tree,"hackberry,common",5,15,15,1,80,510.0,2008
"44.4862722742,-73.2212651111",ward 3,7551,2018-12,,residence,Tree,"mapl,norway",19,30,30,1,50,4400.0,0
"44.4858948951,-73.221223208",ward 3,7554,2018-12,,residence,Tree,"mapl,norway",19,35,30,1,50,4400.0,0
"44.485668378,-73.2211971336",ward 3,7556,2018-12,,residence,Tree,"mapl,norway",13,25,20,1,70,2890.0,0
"44.4854261558,-73.2211695358",ward 3,7558,2018-12,,residence,Tree,"mapl,norway",17,30,30,1,70,4930.0,0
"44.4849155161,-73.2211146832",ward 3,7561,2018-12,,residence,Tree,"mapl,norway",17,30,30,1,70,4930.0,0
"44.4846134125,-73.220916717",ward 3,7565,2015-08,,apartments,Tree,"linden,ltlf grnsp",22,45,40,1,70,10100.0,0
"44.4850906897,-73.220975813",ward 3,7567,2018-12,,apartments,Tree,crabapple spp,13,20,20,1,70,2670.0,0
"44.4851759183,-73.2209781928",ward 3,7568,2018-12,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4854899654,-73.2210193148",ward 3,7570,2018-12,,residence,Tree,dogwood spp,2,10,5,1,70,170.0,0
"44.4857954779,-73.2210543445",ward 3,7573,2018-12,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4860182194,-73.2210750492",ward 3,7575,2018-12,,residence,Removal,,0,0,0,0,0,0.0,0
"44.4860724372,-73.2210863613",ward 3,7576,2018-12,,residence,Tree,"mapl,amur",12,20,20,1,50,1760.0,0
"44.4724760761,-73.2204631177",ward 5,7578,2018-06,perkins pier,park,Tree,"mapl,bxeldr sensa",1,5,5,1,80,90.0,2018
"44.4663640923,-73.2101629801",ward 5,7579,2018-12,,residence,Tree,"mapl,hedge",13,25,20,1,70,3110.0,0
"44.466384048,-73.2095573948",ward 5,7584,2018-12,,residence,Tree,"pear,flwr chntclr",19,35,30,1,50,4400.0,0
"44.4852392344,-73.184786942",ward 1,7369,2016-11,schmanska park,park,Tree,"mapl,sugar",18,40,40,1,70,7600.0,0
"44.4855101158,-73.1848812477",ward 1,7372,2016-11,schmanska park,park,Tree,"mapl,sugar",17,40,40,1,70,6800.0,0
"44.4854149331,-73.1846326692",ward 1,7379,2016-11,schmanska park,park,Tree,"mapl,sugar",13,30,25,1,70,4010.0,0
"44.4851874069,-73.1846147075",ward 1,7381,2016-11,schmanska park,park,Tree,"pine,austrian",14,25,20,1,70,3490.0,0
"44.48502403,-73.1846201142",ward 1,7383,2016-11,schmanska park,park,Tree,"pine,austrian",12,20,15,1,70,2570.0,0
"44.4849074292,-73.1846872681",ward 1,7387,2016-11,schmanska park,park,Tree,"pine,austrian",10,25,15,1,70,1800.0,0
"44.4855039891,-73.1843938952",ward 1,7391,2017-07,schmanska park,park,Removal,,0,0,0,0,0,0.0,0
"44.4858249277,-73.1842406522",ward 1,7394,2017-07,schmanska park,park,Removal,,0,0,0,0,0,0.0,0
"44.4861317566,-73.1840579726",ward 1,7395,2016-11,,residence,Tree,"ash,gr summit",20,35,35,1,70,6800.0,0
"44.4863175753,-73.1839630199",ward 1,7396,2016-11,,residence,Tree,"ash,gr summit",19,35,35,1,70,6100.0,0
"44.4866151493,-73.1838148209",ward 1,7398,2016-11,,residence,Tree,"ash,gr summit",16,30,30,1,70,4370.0,0
"44.4873178763,-73.1834464991",ward 1,7402,2016-11,,residence,Tree,"mapl,hedge",11,25,20,1,70,2240.0,0
"44.4871189076,-73.1835107009",ward 1,7404,2016-11,,residence,Tree,"mapl,hedge",14,25,20,1,70,3610.0,0
"44.4867787081,-73.1836198202",ward 1,7406,2016-11,,apartments,Tree,"lilac,jap tree",4,15,10,1,70,310.0,0
"44.4866412436,-73.1836720986",ward 1,7407,2017-04,,residence,Tree,"parrotia,'ruby'",2,10,5,1,80,240.0,2017
"44.4862724946,-73.1838567197",ward 1,7409,2019-06,,residence,Tree,"mapl,hedge",10,20,20,1,50,1320.0,0
"44.4859872981,-73.184005726",ward 1,7411,2019-06,,residence,Tree,"mapl,hedge",10,20,15,1,70,1850.0,0
"44.4875296904,-73.1842592521",ward 1,7413,2016-11,,residence,Tree,"ash,gr patmore",8,25,15,1,80,1260.0,0
"44.487363338,-73.1849835618",ward 1,7415,2016-11,,apartments,Tree,"pear,flwr chntclr",13,25,25,1,70,2890.0,0
"44.4871736748,-73.1854809444",ward 1,7418,2016-11,,apartments,Tree,"pear,flwr chntclr",18,30,25,1,70,5500.0,0
"44.4870149931,-73.1858942008",ward 1,7420,2016-11,,residence,Tree,"pear,flwr chntclr",17,30,30,1,70,4930.0,0
"44.4868742124,-73.1862604311",ward 1,7422,2017-04,,residence,Tree,"pear,flwr chntclr",16,30,25,1,70,4370.0,0
"44.4823779555,-73.1901099721",ward 1,7427,2019-06,,residence,Stump,"mapl,norway",19,0,0,1,0,0.0,0
"44.4848352946,-73.2214316799",ward 3,7589,2019-03,,residence,Tree,"maackia,amur",2,10,5,1,80,230.0,2013
"44.4851532136,-73.2216796943",ward 3,7592,2018-12,,apartments,Tree,"lilac,jap tree",4,15,10,1,70,310.0,0
"44.4853001215,-73.2217937627",ward 3,7594,2018-12,,residence,Tree,crabapple spp,13,25,25,1,70,2670.0,0
"44.4855566161,-73.2219931695",ward 3,7597,2018-12,,residence,Tree,"mapl,amur",13,20,20,1,50,2060.0,0
"44.485630189,-73.222045466",ward 3,7598,2018-12,,residence,Tree,crabapple spp,13,25,20,1,70,2670.0,0
"44.4856839802,-73.2220911989",ward 3,7599,2018-12,,residence,Stump,cherry,6,0,0,1,0,0.0,0
"44.4859865294,-73.2222324697",ward 3,7603,2018-12,,apartments,Tree,"mapl,norway",14,25,20,1,50,2390.0,0
"44.4861592713,-73.2218005335",ward 3,7606,2018-12,,residence,Tree,"ash,gr summit",13,30,25,1,70,2890.0,0
"44.4862514193,-73.2215746566",ward 3,7608,2018-12,,residence,Tree,"mapl,nwy crmsn kg",11,30,20,1,80,2370.0,0
"44.4863264907,-73.2213944705",ward 3,7609,2018-12,,residence,Tree,"ash,gr summit",18,35,30,1,70,5500.0,0
"44.4863737808,-73.2215412404",ward 3,7611,2019-03,,residence,Tree,"parrotia,persian",2,10,5,1,80,240.0,2017
"44.4861719832,-73.2220496556",ward 3,7614,2018-12,,residence,Tree,"lilac,jap tree",3,15,10,1,70,180.0,0
"44.486101942,-73.2222249128",ward 3,7615,2018-12,,residence,Tree,crabapple spp,10,20,20,1,70,1590.0,0
"44.4861298645,-73.2224407939",ward 3,7616,2018-12,,residence,Tree,crabapple spp,10,20,20,1,70,1590.0,0
"44.486359462,-73.2226197499",ward 3,7618,2018-12,,residence,Tree,crabapple spp,16,25,25,1,50,2880.0,0
"44.486306632,-73.2227556598",ward 3,7622,2018-12,,residence,Tree,"mapl,nwy crmsn kg",16,25,25,1,80,5000.0,0
"44.5054225192,-73.2376533334",ward 7,7816,2018-12,,residence,Tree,"lilac,jap tree",6,15,10,1,80,780.0,0
"44.5051818835,-73.2373807897",ward 7,7818,2018-12,,residence,Tree,"lilac,jap tree",4,10,10,1,70,310.0,0
"44.5052291452,-73.2374366183",ward 7,7819,2018-12,,residence,Tree,"lilac,jap tree",7,15,10,1,70,920.0,0
"44.5063336396,-73.2376957179",ward 7,7820,2018-12,,residence,Tree,crabapple spp,8,15,15,1,70,1020.0,0
"44.5068309393,-73.2368277243",ward 7,7823,2018-12,,residence,Stump,"ash,gr patmore",7,0,0,1,0,0.0,0
"44.5069798401,-73.236722792",ward 7,7824,2018-12,,residence,Tree,"ash,gr patmore",11,35,25,1,70,2080.0,0
"44.5070985898,-73.2366409373",ward 7,7825,2018-12,,residence,Tree,"ash,gr patmore",10,30,20,1,80,1960.0,0
"44.512355278,-73.2354214402",ward 7,7947,2018-11,,residence,Tree,hophornbeam,2,15,10,1,80,200.0,2008
"44.5111918555,-73.2347028515",ward 7,7953,2018-11,,residence,Tree,crabapple spp,10,15,20,1,70,1590.0,0
"44.5114862099,-73.2352130152",ward 7,7956,2018-11,,residence,Tree,crabapple spp,5,10,10,1,70,410.0,0
"44.5117014234,-73.2353667959",ward 7,7957,2018-11,,residence,Tree,crabapple spp,6,10,10,1,70,580.0,0
"44.51206545,-73.2354845147",ward 7,7960,2018-11,,residence,Tree,crabapple spp,5,10,15,1,70,410.0,0
"44.5123878878,-73.2356265025",ward 7,7962,2018-11,,residence,Tree,crabapple spp,8,15,20,1,70,1020.0,0
"44.5124435773,-73.2357603098",ward 7,7963,2018-11,,residence,Tree,crabapple spp,8,15,20,1,80,1170.0,0
"44.5123273589,-73.2363361994",ward 7,7966,2018-11,,residence,Tree,crabapple spp,10,15,20,1,70,1590.0,0
"44.5122327398,-73.2364240229",ward 7,7967,2018-11,,residence,Tree,crabapple spp,9,15,20,1,70,1290.0,0
"44.5118657736,-73.2366515061",ward 7,7969,2019-02,,residence,Tree,"mapl,frman celebr",5,20,10,1,80,550.0,2013
"44.5110043592,-73.2363827651",ward 7,7972,2018-11,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.5094532697,-73.2344108155",ward 7,7980,2018-12,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.5107364711,-73.2344435693",ward 7,7984,2018-11,,residence,Tree,"mapl,boxelder",1,10,5,1,80,90.0,0
"44.5109622117,-73.2347933058",ward 7,7985,2018-12,,residence,Tree,"ash,gr patmore",17,30,30,1,70,4930.0,0
"44.5136130027,-73.2408374053",ward 7,7991,2018-12,,residence,Tree,"mapl,sugar",17,35,30,1,50,4880.0,0
"44.5140584678,-73.2410818172",ward 7,7996,2018-12,,residence,Tree,"mapl,tatarian",7,20,15,1,70,920.0,0
"44.5143349455,-73.2411319107",ward 7,7999,2018-12,,residence,Tree,peach,2,10,5,1,80,60.0,0
"44.5144461554,-73.2411482951",ward 7,8000,2019-01,,residence,Tree,"mapl,tatarian",8,20,20,1,70,1190.0,0
"44.5149796202,-73.2417748656",ward 7,8009,2018-12,,residence,Tree,"birch,river hritg",10,35,25,1,80,2210.0,0
"44.5149724787,-73.2419578053",ward 7,8011,2018-12,,residence,Tree,"birch,river hritg",7,30,20,1,70,960.0,0
"44.514966176,-73.2421033172",ward 7,8012,2018-12,,residence,Tree,"birch,river hritg",10,35,25,1,70,1930.0,0
"44.5149594404,-73.2422238659",ward 7,8013,2018-12,,residence,Tree,"birch,river hritg",14,35,35,1,80,4300.0,0
"44.4873108296,-73.1948150025",ward 1,8091,2016-11,,apartments,Tree,"mapl,frman celebr",6,25,15,1,70,680.0,0
"44.4870005338,-73.1942338836",ward 1,8095,2016-11,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4864653206,-73.1921054156",ward 1,8098,2016-11,,apartments,Tree,"pear,flwr chntclr",5,20,5,1,70,440.0,0
"44.4863963162,-73.1915471275",ward 1,8099,2016-05,,apartments,Tree,mapl frman marmo,2,15,5,1,80,210.0,2016
"44.4854454763,-73.2220824574",ward 3,7629,2018-12,,residence,Tree,"mapl,japanese",1,2,2,1,80,270.0,0
"44.4850867242,-73.2218059539",ward 3,7632,2018-12,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.484584335,-73.2214002089",ward 3,7634,2018-12,,apartments,Tree,honeylcst stkp,2,10,5,1,80,130.0,2018
"44.4846535139,-73.2214556099",ward 3,7635,2019-03,,apartments,Tree,"oak,regal pr",2,10,5,1,80,240.0,2015
"44.4857387332,-73.2228504283",ward 3,7636,2019-07,,municipal,Stump,"mapl,norway",13,0,0,1,0,0.0,0
"44.4856642217,-73.2230357731",ward 3,7638,2018-12,,municipal,Tree,"hackberry,common",7,25,20,1,70,850.0,0
"44.4858796955,-73.2227750013",ward 3,7642,2018-12,,residence,Tree,"lilac,jap tree",4,10,5,1,50,220.0,0
"44.486405481,-73.2232205532",ward 3,7644,2018-12,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4866280213,-73.2226711516",ward 3,7645,2018-12,,residence,Tree,"mapl,amur",8,15,15,1,70,1110.0,0
"44.4869236055,-73.2219416996",ward 3,7650,2019-07,,residence,Tree,"mapl,amur",7,15,20,1,70,850.0,0
"44.4870740318,-73.2215743425",ward 3,7656,2018-12,,residence,Tree,"serviceberry,appl",3,10,10,1,80,210.0,0
"44.4871713644,-73.2216207789",ward 3,7660,2018-12,,residence,Tree,"ash,gr summit",14,35,30,1,80,3830.0,0
"44.4868210846,-73.2224899269",ward 3,7666,2018-12,,residence,Tree,"mapl,nwy crmsn kg",11,25,20,1,70,2080.0,0
"44.4865970665,-73.2230472969",ward 3,7668,2018-12,,apartments,Tree,"mapl,norway",17,25,25,1,70,4930.0,0
"44.4864601754,-73.2233822167",ward 3,7670,2018-12,,residence,Tree,"mapl,norway",15,30,30,1,70,3840.0,0
"44.4863541926,-73.223648999",ward 3,7671,2018-12,,apartments,Tree,"mapl,norway",16,30,40,1,70,4370.0,0
"44.488357357,-73.2239447236",ward 3,7672,2018-12,,apartments,Tree,"pear,flwr chntclr",8,15,15,1,70,1110.0,0
"44.4879642002,-73.2227708768",ward 3,7675,2019-05,,residence,Tree,"linden,amer sentr",1,8,4,1,70,100.0,2019
"44.4876548787,-73.2219827212",ward 3,7680,2016-03,,residence,Tree,honeylcst shdmstr,19,40,40,1,70,4260.0,0
"44.4875219772,-73.221074937",ward 3,7683,2018-12,,residence,Tree,"mapl,norway",20,30,25,1,50,4870.0,0
"44.4889212557,-73.2248328396",ward 3,7690,2018-12,,residence,Tree,"pear,flwr chntclr",10,25,20,1,70,1720.0,0
"44.4890702461,-73.2249465332",ward 3,7692,2018-12,,residence,Tree,honeylcst shdmstr,8,20,15,1,70,760.0,0
"44.4889037395,-73.225341553",ward 3,7695,2018-12,,residence,Tree,"pear,flwr chntclr",10,20,20,1,70,1720.0,0
"44.4887628971,-73.2254445872",ward 3,7698,2018-12,,residence,Tree,crabapple spp,6,10,10,1,70,580.0,0
"44.4889259061,-73.2250848676",ward 3,7699,2018-12,,residence,Tree,"pear,flwr chntclr",10,25,15,1,70,1720.0,0
"44.4882096478,-73.2244879359",ward 3,7701,2018-12,,residence,Tree,maple free aut bl,6,25,20,1,80,780.0,0
"44.4880343303,-73.2248645477",ward 3,7704,2018-12,,residence,Stump,crabapple spp,2,0,0,1,0,0.0,0
"44.4851789973,-73.2228494304",ward 3,7707,2018-12,,residence,Tree,"mapl,hedge",8,20,15,1,80,1360.0,0
"44.4853069322,-73.2229512934",ward 3,7708,2018-12,,residence,Tree,"mapl,hedge",13,20,20,1,70,3110.0,0
"44.4865415796,-73.2239219974",ward 3,7715,2018-12,,residence,Tree,honeylcst shdmstr,18,35,35,1,70,3830.0,0
"44.4869900959,-73.2242733073",ward 3,7717,2018-09,,residence,Tree,crabapple spp,8,15,15,1,70,1020.0,0
"44.4871467963,-73.2244009789",ward 3,7718,2019-05,,residence,Tree,"mapl,hedge",9,20,20,1,70,1500.0,0
"44.4872377899,-73.2244704596",ward 3,7719,2019-05,,residence,Tree,"mapl,hedge",6,15,15,1,70,680.0,0
"44.4875384476,-73.2247076841",ward 3,7722,2019-05,,apartments,Tree,crabapple spp,6,15,15,1,70,580.0,0
"44.4879908489,-73.2250655412",ward 3,7725,2018-12,,residence,Tree,crabapple spp,4,10,10,1,70,270.0,0
